"REPORTER","Reporter Country","PARTNER","Partner Country","COM_H3","Commodity","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"BRA","Brazil","PRY","Paraguay","4411","4411: Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances.","1","Value","2017","2017",0.067,,
"BRA","Brazil","PRY","Paraguay","4411","4411: Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances.","1","Value","2018","2018",0.068,,
"BRA","Brazil","PRY","Paraguay","4411","4411: Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances.","1","Value","2019","2019",0.067,,
"BRA","Brazil","PRY","Paraguay","4411","4411: Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances.","1","Value","2020","2020",0.066,,
"BRA","Brazil","PRY","Paraguay","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2015","2015",0.045,,
"BRA","Brazil","PRY","Paraguay","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2016","2016",0.047,,
"BRA","Brazil","PRY","Paraguay","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2017","2017",0.048,,
"BRA","Brazil","PRY","Paraguay","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2018","2018",0.05,,
"BRA","Brazil","PRY","Paraguay","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2019","2019",0.051,,
"BRA","Brazil","PRY","Paraguay","4418","4418: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","1","Value","2020","2020",0.053,,
"BRA","Brazil","PRY","Paraguay","4421","4421: Other articles of wood.","1","Value","2015","2015",0.102,,
"BRA","Brazil","PRY","Paraguay","4421","4421: Other articles of wood.","1","Value","2016","2016",0.176,,
"BRA","Brazil","PRY","Paraguay","4421","4421: Other articles of wood.","1","Value","2017","2017",0.182,,
"BRA","Brazil","PRY","Paraguay","4421","4421: Other articles of wood.","1","Value","2018","2018",0.188,,
"BRA","Brazil","PRY","Paraguay","4421","4421: Other articles of wood.","1","Value","2019","2019",0.194,,
"BRA","Brazil","PRY","Paraguay","4421","4421: Other articles of wood.","1","Value","2020","2020",0.2,,
"BRA","Brazil","PRY","Paraguay","4707","4707: Recovered (waste and scrap) paper or paperboard.","1","Value","2015","2015",0.054,,
"BRA","Brazil","PRY","Paraguay","4707","4707: Recovered (waste and scrap) paper or paperboard.","1","Value","2016","2016",0.058,,
"BRA","Brazil","PRY","Paraguay","4707","4707: Recovered (waste and scrap) paper or paperboard.","1","Value","2017","2017",0.057,,
"BRA","Brazil","PRY","Paraguay","4707","4707: Recovered (waste and scrap) paper or paperboard.","1","Value","2018","2018",0.061,,
"BRA","Brazil","PRY","Paraguay","4707","4707: Recovered (waste and scrap) paper or paperboard.","1","Value","2019","2019",0.065,,
"BRA","Brazil","PRY","Paraguay","4707","4707: Recovered (waste and scrap) paper or paperboard.","1","Value","2020","2020",0.068,,
"BRA","Brazil","PRY","Paraguay","4802","4802: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or","1","Value","2015","2015",0.06,,
"BRA","Brazil","PRY","Paraguay","4802","4802: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or","1","Value","2016","2016",0.059,,
"BRA","Brazil","PRY","Paraguay","4802","4802: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or","1","Value","2017","2017",0.059,,
"BRA","Brazil","PRY","Paraguay","4802","4802: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or","1","Value","2018","2018",0.06,,
"BRA","Brazil","PRY","Paraguay","4802","4802: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or","1","Value","2019","2019",0.06,,
"BRA","Brazil","PRY","Paraguay","4802","4802: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or","1","Value","2020","2020",0.059,,
"BRA","Brazil","PRY","Paraguay","4805","4805: Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in Note 3 to this Chapter.","1","Value","2015","2015",0.067,,
"BRA","Brazil","PRY","Paraguay","4805","4805: Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in Note 3 to this Chapter.","1","Value","2016","2016",0.063,,
"BRA","Brazil","PRY","Paraguay","4805","4805: Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in Note 3 to this Chapter.","1","Value","2017","2017",0.06,,
"BRA","Brazil","PRY","Paraguay","4805","4805: Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in Note 3 to this Chapter.","1","Value","2018","2018",0.059,,
"BRA","Brazil","PRY","Paraguay","4805","4805: Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in Note 3 to this Chapter.","1","Value","2019","2019",0.058,,
"BRA","Brazil","PRY","Paraguay","4805","4805: Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in Note 3 to this Chapter.","1","Value","2020","2020",0.057,,
"BRA","Brazil","PRY","Paraguay","4810","4810: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (in","1","Value","2015","2015",0.17,,
"BRA","Brazil","PRY","Paraguay","4810","4810: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (in","1","Value","2016","2016",0.179,,
"BRA","Brazil","PRY","Paraguay","4810","4810: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (in","1","Value","2017","2017",0.102,,
"BRA","Brazil","PRY","Paraguay","4810","4810: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (in","1","Value","2018","2018",0.104,,
"BRA","Brazil","PRY","Paraguay","4810","4810: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (in","1","Value","2019","2019",0.103,,
"BRA","Brazil","PRY","Paraguay","4810","4810: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (in","1","Value","2020","2020",0.102,,
"BRA","Brazil","PRY","Paraguay","4819","4819: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.","1","Value","2015","2015",0.036,,
"BRA","Brazil","PRY","Paraguay","4819","4819: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.","1","Value","2016","2016",0.019,,
"BRA","Brazil","PRY","Paraguay","4819","4819: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.","1","Value","2017","2017",0.059,,
"BRA","Brazil","PRY","Paraguay","4819","4819: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.","1","Value","2018","2018",0.066,,
"BRA","Brazil","PRY","Paraguay","4819","4819: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.","1","Value","2019","2019",0.073,,
"BRA","Brazil","PRY","Paraguay","4819","4819: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.","1","Value","2020","2020",0.08,,
"BRA","Brazil","PRY","Paraguay","4821","4821: Paper or paperboard labels of all kinds, whether or not printed.","1","Value","2015","2015",0.022,,
"BRA","Brazil","PRY","Paraguay","4821","4821: Paper or paperboard labels of all kinds, whether or not printed.","1","Value","2016","2016",0.021,,
"BRA","Brazil","PRY","Paraguay","4821","4821: Paper or paperboard labels of all kinds, whether or not printed.","1","Value","2017","2017",0.011,,
"BRA","Brazil","PRY","Paraguay","4821","4821: Paper or paperboard labels of all kinds, whether or not printed.","1","Value","2018","2018",0.013,,
"BRA","Brazil","PRY","Paraguay","4821","4821: Paper or paperboard labels of all kinds, whether or not printed.","1","Value","2019","2019",0.015,,
"BRA","Brazil","PRY","Paraguay","4821","4821: Paper or paperboard labels of all kinds, whether or not printed.","1","Value","2020","2020",0.018,,
"BRA","Brazil","PRY","Paraguay","5005","5005: Yarn spun from silk waste, not put up for retail sale.","1","Value","2015","2015",0.193,,
"BRA","Brazil","PRY","Paraguay","5005","5005: Yarn spun from silk waste, not put up for retail sale.","1","Value","2016","2016",0.191,,
"BRA","Brazil","PRY","Paraguay","5005","5005: Yarn spun from silk waste, not put up for retail sale.","1","Value","2017","2017",0.19,,
"BRA","Brazil","PRY","Paraguay","5005","5005: Yarn spun from silk waste, not put up for retail sale.","1","Value","2018","2018",0.194,,
"BRA","Brazil","PRY","Paraguay","5005","5005: Yarn spun from silk waste, not put up for retail sale.","1","Value","2019","2019",0.194,,
"BRA","Brazil","PRY","Paraguay","5005","5005: Yarn spun from silk waste, not put up for retail sale.","1","Value","2020","2020",0.191,,
"BRA","Brazil","PRY","Paraguay","5201","5201: Cotton, not carded or combed.","1","Value","2015","2015",0.037,,
"BRA","Brazil","PRY","Paraguay","5201","5201: Cotton, not carded or combed.","1","Value","2016","2016",0.021,,
"BRA","Brazil","PRY","Paraguay","5201","5201: Cotton, not carded or combed.","1","Value","2017","2017",0.021,,
"BRA","Brazil","PRY","Paraguay","5201","5201: Cotton, not carded or combed.","1","Value","2018","2018",0.021,,
"BRA","Brazil","PRY","Paraguay","5201","5201: Cotton, not carded or combed.","1","Value","2019","2019",0.021,,
"BRA","Brazil","PRY","Paraguay","5201","5201: Cotton, not carded or combed.","1","Value","2020","2020",0.021,,
"BRA","Brazil","PRY","Paraguay","5206","5206: Cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale.","1","Value","2015","2015",0.131,,
"BRA","Brazil","PRY","Paraguay","5206","5206: Cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale.","1","Value","2016","2016",0.13,,
"BRA","Brazil","PRY","Paraguay","5206","5206: Cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale.","1","Value","2017","2017",0.129,,
"BRA","Brazil","PRY","Paraguay","5206","5206: Cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale.","1","Value","2018","2018",0.132,,
"BRA","Brazil","PRY","Paraguay","5206","5206: Cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale.","1","Value","2019","2019",0.131,,
"BRA","Brazil","PRY","Paraguay","5206","5206: Cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale.","1","Value","2020","2020",0.129,,
"BRA","Brazil","PRY","Paraguay","5209","5209: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2.","1","Value","2015","2015",0.006,,
"BRA","Brazil","PRY","Paraguay","5209","5209: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2.","1","Value","2016","2016",0.007,,
"BRA","Brazil","PRY","Paraguay","5209","5209: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2.","1","Value","2017","2017",0.007,,
"BRA","Brazil","PRY","Paraguay","5209","5209: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2.","1","Value","2018","2018",0.013,,
"BRA","Brazil","PRY","Paraguay","5209","5209: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2.","1","Value","2019","2019",0.018,,
"BRA","Brazil","PRY","Paraguay","5209","5209: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2.","1","Value","2020","2020",0.023,,
"BRA","Brazil","PRY","Paraguay","5402","5402: Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex.","1","Value","2015","2015",0.011,,
"BRA","Brazil","PRY","Paraguay","5402","5402: Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex.","1","Value","2016","2016",0.013,,
"BRA","Brazil","PRY","Paraguay","5402","5402: Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex.","1","Value","2017","2017",0.015,,
"BRA","Brazil","PRY","Paraguay","5402","5402: Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex.","1","Value","2018","2018",0.016,,
"BRA","Brazil","PRY","Paraguay","5402","5402: Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex.","1","Value","2019","2019",0.018,,
"BRA","Brazil","PRY","Paraguay","5402","5402: Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex.","1","Value","2020","2020",0.02,,
"BRA","Brazil","PRY","Paraguay","5407","5407: Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.","1","Value","2015","2015",0.018,,
"BRA","Brazil","PRY","Paraguay","5407","5407: Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.","1","Value","2016","2016",0.018,,
"BRA","Brazil","PRY","Paraguay","5407","5407: Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.","1","Value","2017","2017",0.016,,
"BRA","Brazil","PRY","Paraguay","5407","5407: Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.","1","Value","2018","2018",0.018,,
"BRA","Brazil","PRY","Paraguay","5407","5407: Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.","1","Value","2019","2019",0.021,,
"BRA","Brazil","PRY","Paraguay","5407","5407: Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.","1","Value","2020","2020",0.023,,
"BRA","Brazil","PRY","Paraguay","5505","5505: Waste (including noils, yarn waste and garnetted stock) of man-made fibres.","1","Value","2015","2015",0.113,,
"BRA","Brazil","PRY","Paraguay","5505","5505: Waste (including noils, yarn waste and garnetted stock) of man-made fibres.","1","Value","2016","2016",0.085,,
"BRA","Brazil","PRY","Paraguay","5505","5505: Waste (including noils, yarn waste and garnetted stock) of man-made fibres.","1","Value","2017","2017",0.087,,
"BRA","Brazil","PRY","Paraguay","5505","5505: Waste (including noils, yarn waste and garnetted stock) of man-made fibres.","1","Value","2018","2018",0.088,,
"BRA","Brazil","PRY","Paraguay","5505","5505: Waste (including noils, yarn waste and garnetted stock) of man-made fibres.","1","Value","2019","2019",0.088,,
"BRA","Brazil","PRY","Paraguay","5505","5505: Waste (including noils, yarn waste and garnetted stock) of man-made fibres.","1","Value","2020","2020",0.086,,
"BRA","Brazil","PRY","Paraguay","5703","5703: Carpets and other textile floor coverings, tufted, whether or not made up.","1","Value","2015","2015",0.056,,
"BRA","Brazil","PRY","Paraguay","5703","5703: Carpets and other textile floor coverings, tufted, whether or not made up.","1","Value","2016","2016",0.055,,
"BRA","Brazil","PRY","Paraguay","5703","5703: Carpets and other textile floor coverings, tufted, whether or not made up.","1","Value","2017","2017",0.055,,
"BRA","Brazil","PRY","Paraguay","5703","5703: Carpets and other textile floor coverings, tufted, whether or not made up.","1","Value","2018","2018",0.038,,
"BRA","Brazil","PRY","Paraguay","5703","5703: Carpets and other textile floor coverings, tufted, whether or not made up.","1","Value","2019","2019",0.021,,
"BRA","Brazil","PRY","Paraguay","5703","5703: Carpets and other textile floor coverings, tufted, whether or not made up.","1","Value","2020","2020",0.003,,
"BRA","Brazil","PRY","Paraguay","6001","6001: Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted.","1","Value","2015","2015",0.002,,
"BRA","Brazil","PRY","Paraguay","6001","6001: Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted.","1","Value","2016","2016",0.071,,
"BRA","Brazil","PRY","Paraguay","6001","6001: Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted.","1","Value","2017","2017",0.139,,
"BRA","Brazil","PRY","Paraguay","6001","6001: Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted.","1","Value","2018","2018",0.094,,
"BRA","Brazil","PRY","Paraguay","6001","6001: Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted.","1","Value","2019","2019",0.049,,
"BRA","Brazil","PRY","Paraguay","6001","6001: Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted.","1","Value","2020","2020",0.004,,
"BRA","Brazil","PRY","Paraguay","6101","6101: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03.","1","Value","2015","2015",0.005,,
"BRA","Brazil","PRY","Paraguay","6101","6101: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03.","1","Value","2016","2016",0.007,,
"BRA","Brazil","PRY","Paraguay","6101","6101: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03.","1","Value","2017","2017",0.003,,
"BRA","Brazil","PRY","Paraguay","6101","6101: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03.","1","Value","2018","2018",0.003,,
"BRA","Brazil","PRY","Paraguay","6101","6101: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03.","1","Value","2019","2019",0.003,,
"BRA","Brazil","PRY","Paraguay","6101","6101: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03.","1","Value","2020","2020",0.003,,
"BRA","Brazil","PRY","Paraguay","6102","6102: Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04.","1","Value","2015","2015",0.003,,
"BRA","Brazil","PRY","Paraguay","6102","6102: Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04.","1","Value","2016","2016",0.002,,
"BRA","Brazil","PRY","Paraguay","6102","6102: Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04.","1","Value","2017","2017",0.003,,
"BRA","Brazil","PRY","Paraguay","6102","6102: Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04.","1","Value","2018","2018",0.004,,
"BRA","Brazil","PRY","Paraguay","6102","6102: Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04.","1","Value","2019","2019",0.005,,
"BRA","Brazil","PRY","Paraguay","6102","6102: Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04.","1","Value","2020","2020",0.006,,
"BRA","Brazil","PRY","Paraguay","6103","6103: Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.","1","Value","2015","2015",0.007,,
"BRA","Brazil","PRY","Paraguay","6103","6103: Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.","1","Value","2016","2016",0.004,,
"BRA","Brazil","PRY","Paraguay","6103","6103: Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.","1","Value","2017","2017",0.003,,
"BRA","Brazil","PRY","Paraguay","6103","6103: Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.","1","Value","2018","2018",0.003,,
"BRA","Brazil","PRY","Paraguay","6103","6103: Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.","1","Value","2019","2019",0.004,,
"BRA","Brazil","PRY","Paraguay","6103","6103: Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.","1","Value","2020","2020",0.005,,
"BRA","Brazil","PRY","Paraguay","6105","6105: Men's or boys' shirts, knitted or crocheted.","1","Value","2015","2015",0.002,,
"BRA","Brazil","PRY","Paraguay","6105","6105: Men's or boys' shirts, knitted or crocheted.","1","Value","2016","2016",0.003,,
"BRA","Brazil","PRY","Paraguay","6105","6105: Men's or boys' shirts, knitted or crocheted.","1","Value","2017","2017",0.003,,
"BRA","Brazil","PRY","Paraguay","6105","6105: Men's or boys' shirts, knitted or crocheted.","1","Value","2018","2018",0.005,,
"BRA","Brazil","PRY","Paraguay","6105","6105: Men's or boys' shirts, knitted or crocheted.","1","Value","2019","2019",0.007,,
"BRA","Brazil","PRY","Paraguay","6105","6105: Men's or boys' shirts, knitted or crocheted.","1","Value","2020","2020",0.009,,
"BRA","Brazil","PRY","Paraguay","6106","6106: Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted.","1","Value","2015","2015",0.005,,
"BRA","Brazil","PRY","Paraguay","6106","6106: Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted.","1","Value","2016","2016",0.003,,
"BRA","Brazil","PRY","Paraguay","6106","6106: Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted.","1","Value","2017","2017",0.003,,
"BRA","Brazil","PRY","Paraguay","6106","6106: Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted.","1","Value","2018","2018",0.004,,
"BRA","Brazil","PRY","Paraguay","6106","6106: Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted.","1","Value","2019","2019",0.005,,
"BRA","Brazil","PRY","Paraguay","6106","6106: Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted.","1","Value","2020","2020",0.006,,
"BRA","Brazil","PRY","Paraguay","6107","6107: Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2015","2015",0.007,,
"BRA","Brazil","PRY","Paraguay","6107","6107: Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2016","2016",0.006,,
"BRA","Brazil","PRY","Paraguay","6107","6107: Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2017","2017",0.005,,
"BRA","Brazil","PRY","Paraguay","6107","6107: Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2018","2018",0.004,,
"BRA","Brazil","PRY","Paraguay","6107","6107: Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2019","2019",0.002,,
"BRA","Brazil","PRY","Paraguay","6107","6107: Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2020","2020",0.001,,
"BRA","Brazil","PRY","Paraguay","6108","6108: Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, nTgligTs, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2015","2015",0.11,,
"BRA","Brazil","PRY","Paraguay","6108","6108: Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, nTgligTs, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2016","2016",0.062,,
"BRA","Brazil","PRY","Paraguay","6108","6108: Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, nTgligTs, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2017","2017",0.014,,
"BRA","Brazil","PRY","Paraguay","6108","6108: Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, nTgligTs, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2018","2018",0.011,,
"BRA","Brazil","PRY","Paraguay","6108","6108: Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, nTgligTs, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2019","2019",0.009,,
"BRA","Brazil","PRY","Paraguay","6108","6108: Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, nTgligTs, bathrobes, dressing gowns and similar articles, knitted or crocheted.","1","Value","2020","2020",0.006,,
"BRA","Brazil","PRY","Paraguay","6111","6111: Babies' garments and clothing accessories, knitted or crocheted.","1","Value","2015","2015",0.004,,
"BRA","Brazil","PRY","Paraguay","6111","6111: Babies' garments and clothing accessories, knitted or crocheted.","1","Value","2016","2016",0.005,,
"BRA","Brazil","PRY","Paraguay","6111","6111: Babies' garments and clothing accessories, knitted or crocheted.","1","Value","2017","2017",0.005,,
"BRA","Brazil","PRY","Paraguay","6111","6111: Babies' garments and clothing accessories, knitted or crocheted.","1","Value","2018","2018",0.005,,
"BRA","Brazil","PRY","Paraguay","6111","6111: Babies' garments and clothing accessories, knitted or crocheted.","1","Value","2019","2019",0.005,,
"BRA","Brazil","PRY","Paraguay","6111","6111: Babies' garments and clothing accessories, knitted or crocheted.","1","Value","2020","2020",0.005,,
"BRA","Brazil","PRY","Paraguay","6114","6114: Other garments, knitted or crocheted.","1","Value","2015","2015",0.027,,
"BRA","Brazil","PRY","Paraguay","6114","6114: Other garments, knitted or crocheted.","1","Value","2016","2016",0.015,,
"BRA","Brazil","PRY","Paraguay","6114","6114: Other garments, knitted or crocheted.","1","Value","2017","2017",0.003,,
"BRA","Brazil","PRY","Paraguay","6114","6114: Other garments, knitted or crocheted.","1","Value","2018","2018",0.003,,
"BRA","Brazil","PRY","Paraguay","6114","6114: Other garments, knitted or crocheted.","1","Value","2019","2019",0.003,,
"BRA","Brazil","PRY","Paraguay","6114","6114: Other garments, knitted or crocheted.","1","Value","2020","2020",0.003,,
